company_name,date,calculated_score,average_severity,number_of_evidence,holistic_analysis
TSCO,2021-02-18,59,5.363636363636363,11,"TSCO’s 2021 Form 10-K repeatedly links the COVID-19 pandemic to a broad spectrum of enterprise-level threats—operational, financial, supply-chain, labour and reputational.  Because the filing date (18-Feb-2021) is less than one year after the WHO declared COVID-19 a pandemic (11-Mar-2020), the disclosures sit in the Time-Decay window that allows maximum weighting: the impacts are current, not speculative, and management is still dealing with unfolding uncertainty.  The language is largely forward-looking but it also documents realised impacts (e.g., higher costs, labour bonuses, debt draw-downs) and warns that the extraordinary 2020 sales spike may reverse.  Sentences routinely use strong qualifiers such as “material negative effect,” “significant adverse impacts,” and “could sustain” to convey severity, and they enumerate concrete channels of damage: store or DC closures, supply shortages, liquidity strain, litigation, workforce health, and changing consumer demand.  Only limited mitigants are mentioned (e.g., sourcing alternatives, safety measures), and these are presented as cost-increasing rather than risk-neutralising.  Taken together, the evidence supports high (but not maximal) severity scores for individual snippets—generally in the 6-9 range—fully consistent with the Time Decay Principle for an event occurring within the last three years."
TSCO,2022-02-17,91,5.352941176470588,17,"Tractor Supply’s 2021 Form 10-K anchors COVID-19 as an ongoing, multi-dimensional enterprise risk.  The filing recognises that the pandemic has already altered demand patterns, inflated freight and labour costs, and strained global and domestic supply lines.  Management warns that these effects are both current (""has had"") and prospective (""could continue""), signalling a live, not merely hypothetical, exposure.  The language is mostly qualitative but uses strong materiality qualifiers (“material negative effect”, “significant incremental costs”) across core value drivers—sales, margins, liquidity, and supply continuity.  While some passages acknowledge mitigants (e.g., inventory reserves, vendor diversification), those statements are outweighed by disclosures of uncertainty, including potential store closures, workforce infections, and inability to forecast future impacts.  Because the filing date (17 Feb 2022) is less than three years after the WHO declaration (11 Mar 2020), the Time Decay Principle allows high severity scores.  Overall, the pandemic is framed as a present, pervasive threat that could rapidly erode recent performance gains; therefore, most snippets merit upper-mid to high scores (5-9), with slight deductions where mitigation or indirect wording tempers severity."
TSCO,2023-02-23,29,4.833333333333333,6,"TSCO’s 2023 filing still devotes multiple, discrete disclosures to COVID-19–related threats even though the pandemic’s onset is now three years old.  The language is largely forward-looking and centers on three thematic exposures: (i) post-pandemic demand volatility – management warns that the 2020-2021 sales spike created a difficult baseline that may not be repeatable; (ii) supply-chain fragility – several passages explicitly cite COVID-19 (or broader epidemics) as a driver of delayed deliveries, vendor shutdowns and inventory shortages that could compress margins; and (iii) macro-demand erosion – epidemics are listed among factors that can dampen consumer spending.  None of the sentences quantify dollar magnitude, but several acknowledge that COVID-19 has already produced real operational disruptions (e.g., inventory shortages) and that these could recur.  Given the filing date (February 2023) is well within the 0-3-year “recent event” window, the Time Decay Principle allows elevated scores, yet the lack of hard financial figures and the presence of some mitigating language (alternate suppliers, ability to respond) temper the overall severity.  Consequently, most snippets fall in the mid-to-upper single-digit range, reflecting meaningful—but not catastrophic—ongoing pandemic risk for TSCO."
TSCO,2024-02-23,15,3.75,4,"TSCO’s 2024 filing continues to recognize COVID-19 as a material, but now largely medium-term, risk driver.  Management concedes that the pandemic produced an abnormal demand surge in 2020-2021, creating a difficult sales comparison base that could pressure future growth – a forward-looking risk tied directly to past pandemic distortions.  The document also warns that health crises such as COVID-19 can still disrupt supply chains, distribution networks and consumer demand.  Language is mostly qualitative; there are no fresh, quantified cost impacts, signalling that the most acute phase has passed.  Nonetheless, the company explicitly links COVID-19 to (i) potential loss of ‘new or reacquired’ customers, (ii) supply-chain fragility, and (iii) macro-level demand erosion.  Given the four-year distance from the 2020 outbreak, the Time-Decay Principle dictates moderate severity scores (4-6) rather than the very high scores appropriate for brand-new shocks.  Mitigating factors—such as TSCO’s acknowledgement of positive pandemic-era sales and inventory safeguards—slightly temper, but do not eliminate, residual risk."
TSLA,2021-02-08,48,5.333333333333333,9,"The filing, dated February 8 2021, is squarely within the 0-3-year window following the WHO’s March 11 2020 declaration of a global COVID-19 pandemic, so the Time Decay Principle allows elevated scores.  Tesla explicitly links COVID-19 to concrete, already-incurred disruptions—full factory shutdowns, furloughs, supply-chain interruptions, port congestion, added logistics cost, and delivery delays—as well as to forward-looking uncertainty about demand and future operating capacity.  The language is mostly specific, citing named suppliers (e.g., Panasonic), particular facilities, and identifiable cost drivers, demonstrating that the risk is not merely hypothetical but has materially manifested.  Although the company notes certain mitigations (monitoring conditions, cost controls, re-openings), these do not neutralise the substantial operational and financial exposure described.  Accordingly, individual evidence snippets merit medium-to-high severity scores (5-9), consistent with a recent, ongoing event with demonstrated and potential future impacts."
TSLA,2022-02-07,53,4.818181818181818,11,"Tesla’s 2022-02-07 Form 10-K ties the COVID-19 pandemic to both realized and continuing risks across every vector the prompt highlights.  The filing details concrete historical impacts—full factory shutdowns, supplier stoppages, employee furloughs—and quantifies several ongoing knock-on effects such as semiconductor shortages, port congestion, rising logistics costs and labor scarcity.  Language repeatedly links these impacts directly to the pandemic rather than using generic macro references, and stresses that many effects persist or could re-emerge with renewed restrictions, indicating a blended current-impact/forward-looking risk profile.  Because the pandemic began less than three years before the filing, the Time-Decay Principle allows high scores (up to 10).  Mitigations are only lightly mentioned (e.g., “workaround manufacturing solutions”), so most snippets remain strongly aggravating.  Overall, the document presents a high-severity, multi-dimensional risk landscape that is still unfolding, warranting elevated but differentiated micro-scores depending on each sentence’s specificity and materiality."
TSLA,2023-01-31,56,4.666666666666667,12,"Tesla’s 2023-01-31 Form 10-K frames COVID-19 as an ongoing, multi-faceted enterprise risk that is still actively shaping the company’s operating environment nearly three years after the WHO declaration.  The disclosure moves well beyond boiler-plate language: it cites concrete 2022 disruptions (e.g., factory and supplier shutdowns in Shanghai), enumerates current cost pressures (expedited freight, higher labor expense, semiconductor shortages), and links the pandemic to strategic vulnerabilities such as labor availability and production ramps at new Gigafactories.  These statements blend (i) backward-looking evidence of direct, realised hits to production and logistics with (ii) forward-looking warnings that future spikes, policy swings or macro knock-on effects could further erode margins and growth plans.  Because the filing date is within three years of the pandemic’s onset, the Time Decay Principle allows relatively high severity scores.  Overall, the risk is assessed as acute and continuing: Tesla discloses specific operational and financial impacts already incurred, while acknowledging that many variables (infection rates, regulatory responses, supply chain stability) remain outside management’s control despite ongoing mitigation efforts such as monitoring, alternative parts programming, and workforce planning."
TSLA,2024-01-29,9,4.5,2,"Tesla’s 2024 filing references COVID-19 in two distinct contexts: (i) as an ongoing external factor that can disrupt its global supply chain and (ii) as a macro-event that has already harmed, and could continue to harm, its operations and demand.  The language is largely precautionary and unquantified—phrases such as “could also affect,” “may in the future” and “adversely affected” dominate—indicating a forward-looking, possibility-based disclosure rather than a detailed accounting of realized financial damage.  Nonetheless, Tesla concedes that it has in fact experienced adverse effects, which elevates the risk above a purely hypothetical level.  Because the pandemic began almost four years before the filing date, the Time Decay Principle caps severity in the mid-range (4-6).  Overall, the risk is assessed as moderate: the company acknowledges real and potential impacts on supply-chain continuity and overall business performance, but provides no quantitative sizing, detailed contingency plans, or specific mitigation metrics."
TSN,2021-11-15,66,4.4,15,"TSN’s 2021-11-15 Form 10-K treats COVID-19 as a recent, high-magnitude threat that is both already hurting performance and likely to persist.  The filing contains numerous, concrete descriptions of operational slow-downs, labour shortages, supply-chain bottlenecks, demand shifts, litigation exposure and quantified cost spikes.  Several disclosures move beyond generic caution: they cite a specific US $335 million incremental expense and acknowledge materially lower utilisation of plants, lawsuits already filed and continuing supply-chain volatility.  While management notes certain mitigating steps (PPE, testing, CARES Act credits, vaccination mandates), these are presented as insufficient to eliminate risk.  Given that the pandemic began only 18 months before the filing date, the Time Decay Principle allows high severity scores (7-10) for direct, quantified impacts, with somewhat lower scores (3-6) for forward-looking or less-quantified statements.  Overall, the risk profile is severe, immediate and multi-faceted, justifying elevated snippet scores across the extracted evidence."
TSN,2022-11-14,45,4.5,10,"TSN’s 10-K frames COVID-19 as a still-present, multi-faceted threat that has already produced concrete operational, financial and legal impacts while remaining highly uncertain going forward.  Because the filing date (14-Nov-2022) is less than three years after the WHO pandemic declaration, the Time-Decay Principle allows elevated severity scores.  The disclosure set is mostly specific and backward-looking—detailing actual plant slowdowns, higher health-safety spending, litigation and supply-chain cost spikes—but it also projects further volatility in labour availability, consumer demand and logistics.  Few hard dollar figures are supplied, so the risk evidence stops short of the maximum 10/10 threshold, yet the breadth of functions affected (production, costs, demand, legal) and the acknowledgement of materiality justify upper-mid scores.  Mitigations (e.g., monitoring, vaccinations) are mentioned but not shown to neutralise the risk.  Overall, COVID-19 remains a direct, recent and significant risk driver for TSN, warranting strong—but not maximal—snippet scores in the 5-8 range."
TSN,2023-11-13,67,4.466666666666667,15,"TSN’s 2023-11-13 10-K frames COVID-19 as a still-material, multi-faceted threat that first struck in early-2020 and continues to reverberate through its labour force, supply chain, legal exposure, consumer-demand mix and cost base.  The narrative blends backward-looking evidence (e.g., actual shutdowns, cost inflation, lawsuits and demand shifts) with forward-looking warnings about variants, future pandemics and unpredictable government actions.  Most disclosures are specific to the company’s operations—higher safety costs, raw-material inflation, pending litigation, supply-chain bottlenecks—yet remain largely unquantified.  Because the filing date is only about 3 ¾ years after the WHO pandemic declaration, the Time-Decay Principle still permits elevated severity scores (upper-mid single digits) though some fading from peak-crisis levels is appropriate.  Overall, the risk is assessed as high but no longer catastrophic: the pandemic has already hurt margins and generated litigation, while its trajectory (variants, policy responses, consumer behaviour) remains highly uncertain and could further erode profitability, liquidity and strategic flexibility."
TSN,2024-11-12,23,3.2857142857142856,7,"TSN’s 2024-11-12 filing explicitly connects the COVID-19 pandemic to both realized and prospective operational threats.  The company acknowledges that many parts of its business were “negatively affected” during 2020-2021, confirming that the pandemic produced direct, material impacts on operations.  It also lists forward-looking vulnerabilities—higher health-and-safety costs, supply-chain volatility, labour shortages and rising raw-material and freight costs—indicating that pandemic-driven disruptions remain a live strategic risk.  The language is largely qualitative: no dollar amounts or margin impacts are provided, and some phrasing is boiler-plate.  Nevertheless, the disclosures go beyond generic statements by identifying concrete pressure points (cost inflation, supply chain, labour).  Because the first wave of COVID-19 began in March 2020—roughly 4 ½ years before the filing—Time-Decay places the evidence in the “medium-term” bucket (4-10 years), capping maximum snippet scores at 6.  Sentences describing historic impacts receive the highest allowable scores (6) because they confirm actual harm, whereas purely forward-looking or umbrella statements are scored lower (1-4).  No mitigating language (e.g., pandemic contingency plans or insurance coverage) is supplied, so deductions are minimal.  Overall, the risk profile is moderate but credible and persistent, meriting mid-range severity scores across the extracted evidence."
TTWO,2021-05-19,44,4.4,10,"Take-Two’s 2021 filing repeatedly links the still-unfolding COVID-19 pandemic to multiple, potentially material threats across its value chain. The text mixes realised effects (remote-work shift, business-practice changes, heightened online demand) with forward-looking uncertainties (supply-chain interruptions, labour availability, sports-league schedules, discretionary-spending erosion, IT-security exposure).  Because the filing date (May 2021) is well within three years of the pandemic’s onset, the Time Decay Principle allows high severity scores where disclosures are specific and operational.  The company emphasises that impacts could be “material,” lists concrete pressure points (product development delays, server-capacity constraints, counterparties’ closures), and concedes that mitigation plans may fail.  Mitigating notes—such as temporary demand boosts and work-from-home effectiveness—temper but do not eliminate risk.  Overall, the pandemic is portrayed as a current, pervasive, and only partially controllable risk, warranting generally high but not maximum scores (mostly 4-9) across the extracted evidence."
TTWO,2022-05-17,52,4.333333333333333,12,"TTWO’s 2022 filing positions COVID-19 as a contemporaneous, multi-faceted threat that spans operational continuity, workforce productivity, cyber-security, supply-chain reliability, consumer demand and macro-economic health.  The commentary is forward-looking but also acknowledges concrete impacts already felt (e.g., mandatory work-from-home arrangements, altered business practices and extraordinary FY-2021 engagement spikes that since moderated).  Importantly, management concedes that many variables remain outside its predictive capability and that mitigation plans may prove insufficient if the pandemic or an associated downturn persists.  Because the disclosure date (May 2022) is well within three years of the event’s onset (March 2020), Time-Decay allows high severity scores when explicit, non-generic risks are cited.  I therefore weight sentences that (1) link the pandemic to material interruptions in product development or distribution, (2) describe structural workforce and IT-security vulnerabilities, or (3) warn of a reversal of COVID-boosted demand, toward the upper end of the scale (7-9).  Statements that merely note monitoring activity or partial offsets (e.g., temporary sales upticks, mitigation plans) receive deductions.  Overall, the evidence portrays a significant, ongoing enterprise-wide risk that, while partly counter-balanced by digital demand tail-winds, remains capable of materially eroding TTWO’s financial and operational performance if adverse scenarios materialise."
TTWO,2023-05-26,74,4.111111111111111,18,"The filing, dated May 26 2023, devotes an extended risk-factor subsection to COVID-19, acknowledging that the pandemic is still an active, multi-faceted threat.  Management frames the risk as both ongoing and forward-looking: while some pandemic-related tailwinds (higher engagement during lockdowns) have already started to fade, a broad array of remaining exposures could still ""materially adversely"" affect Take-Two’s operations, from distributed‐workforce productivity issues, talent retention and game-quality slippage to supply-chain, retail, platform-partner and customer-credit disruptions.  The language is highly specific—listing travel restrictions, office closures, consumer-demand swings, remote-work fatigue, and even macro factors such as inflation and interest-rate hikes triggered by the pandemic—yet largely unquantified.  Because the event is recent (0-3 years) under the Time Decay Principle, and because the company explicitly cites potential “material adverse” effects across multiple business drivers, the individual evidence snippets warrant mid-to-high severity scores (generally 6-9).  Mitigating disclosures (e.g., prior engagement spikes or the gradual return to offices) slightly temper, but do not neutralize, the residual risk.  Overall, COVID-19 remains a significant, actively monitored enterprise-wide exposure for TTWO."
TTWO,2024-05-22,6,3.0,2,"TTWO’s 2024 filing makes only passing, largely generic references to the COVID-19 pandemic.  All instances appear within broader discussions of cybersecurity and regulatory uncertainty rather than standalone pandemic-specific sections.  The company frames COVID-19 as an event that has already triggered enduring conditions—most notably prolonged remote-work arrangements and sporadic government Internet restrictions—that could continue to amplify cyber-risk or dampen demand.  No quantified financial impacts, supply-chain shortages, or labour-force statistics are provided, and the pandemic is mentioned alongside other contemporaneous geopolitical issues, diluting its salience.  Because the pandemic began more than four years before the filing date, the Time Decay Principle points to a mid-range severity ceiling (approximately 4-6).  Given the brief, forward-looking, and bundled nature of the disclosures, the evidence supports a moderate-to-low residual risk assessment, with individual snippet scores clustered in the 4-5 range."
TT,2021-02-09,100,5.190476190476191,21,"Trane Technologies’ 2021-02-09 Form 10-K links the COVID-19 pandemic to both realised and prospective threats that are central to the company’s near-term performance.  Because the filing date falls within one year of the WHO declaration (March 2020), the Time Decay Principle permits high scores for well-substantiated, recent impacts.  The Risk-Factors section discloses concrete, already-incurred consequences—lower revenue, supply-chain delays, cost inflation, facility shutdowns and market-access constraints—while also warning of continuing or worsening effects on liquidity, capital markets and macro-economic demand.  These statements are largely specific (not boiler-plate), often use material-adverse language, and occasionally detail operational mechanics such as sole-source suppliers and worker absenteeism.  Mitigating references (e.g., “essential” business status, reopening facilities, cost-cutting, vaccines) temper but do not eliminate the overall risk because they are framed as partial offsets rather than resolutions.  Consequently, snippets that reveal direct, quantified or multi-factor impacts score near the top of the scale (8-9), while generic uncertainty or mitigation-heavy passages receive modest values (1-4)."
TT,2022-02-07,63,5.25,12,"TT’s 2022 filing contains a dense, highly specific discussion of COVID-19 as both an already-realised shock and an ongoing, forward-looking threat.  The Company discloses concrete, global impacts that have already materialised—lower quarterly revenues, cost inflation, supply-chain delays, talent shortages, and increased financing volatility—while warning that further resurgences or variants could intensify those pressures.  Language is strong (e.g., ‘material adverse’, ‘shutdowns’) and often links the pandemic directly to core financial metrics such as revenues, cash-flows, margins and access to capital.  Although some mitigating actions are referenced (cost-cutting, supply-chain management, vaccination compliance efforts), they are not framed as fully offsetting the risks.  Because the filing date (07-Feb-2022) is less than two years after the pandemic’s declared onset (11-Mar-2020), the Time-Decay Principle permits high severity scores.  Overall, the evidence signals a high-impact, continuing risk with multiple operational and financial vectors, justifying scores skewed toward the upper half of the 0-10 scale, tempered modestly where the Company cites concrete mitigations."
TT,2023-02-10,26,2.1666666666666665,12,"COVID-19 is treated by TT as both an already-experienced shock and an ongoing, uncertain threat.  The filing (Feb-2023) is less than three years after the WHO declaration, so the Time-Decay Principle permits high severity scores.  The narrative states that the pandemic has tangibly harmed TT—supply-chain delays, higher material costs, lost revenue quarters, labour shortages—and is still disrupting HVAC and transport markets.  These are direct, realised impacts, not merely hypothetical.  At the same time, management highlights forward-looking uncertainty (future waves, new diseases) and discloses no precise dollar figures, while also citing mitigation (active monitoring, supplier collaboration, demand resilience).  Overall, the risk profile is high because impacts are recent and multi-faceted, but somewhat tempered by the absence of quantified losses and by mitigation language.  This framework guides the micro-scores: sentences evidencing concrete, realised operational or financial harm score in the 6-8 range, forward-looking but unquantified warnings cluster around 3-5, and snippets dominated by mitigation receive lower net scores."
TT,2024-02-08,25,3.125,8,"TT’s 2024 Form 10-K treats COVID-19 as an event that has already produced concrete operational and financial harm while still posing an unpredictable forward-looking threat.  Multiple sentences state that disruptions HAVE occurred and enumerate specific consequences—supply-chain bottlenecks, higher material costs, lower quarterly revenue and labour constraints—indicating a direct, realized impact rather than a purely hypothetical risk.  At the same time, management emphasises that future outbreaks or resurgences remain highly uncertain, so part of the disclosure is still precautionary.  No dollar figures are supplied, so materiality is described qualitatively.  Because the filing date is roughly four years after the WHO pandemic declaration, the Time-Decay Principle caps severity in the mid-range; the pandemic is no longer brand-new, but its effects are current enough to merit moderate scores.  Evidence that cites actual past impacts receives scores near the top of the 4-6 band, whereas generic or purely prospective statements are scored lower.  Mitigating language (e.g., grouping COVID-19 with other risks, emphasising uncertainty) reduces some scores further.  Collectively, the disclosures signal a meaningful yet manageable risk posture."
TXN,2021-02-05,58,3.625,16,"Texas Instruments’ 2020 Form 10-K (filed February 5, 2021) places the COVID-19 pandemic squarely among the company’s most material, near-term risks.  Because the filing date falls well within three years of the World Health Organization’s pandemic declaration (March 11 2020), the Time Decay Principle allows high scores where evidence shows direct, current or clearly foreseeable impact.  The disclosure set contains two overall themes.  First, multiple statements concede that COVID-19 has already produced economic disruption, and that future effects—particularly supply-chain constraints, volatility in customer demand and potential factory lockdowns—could “materially and adversely” affect performance.  These are forward-looking but tied to concrete operational mechanisms (lead-times, order fulfilment, inventory, manufacturing sites).  Second, TI outlines mitigation measures—business-continuity planning, multi-site manufacturing, larger inventory buffers and ongoing monitoring—that partially offset the threat.  The language is largely qualitative and does not quantify dollar impacts, which tempers the ultimate severity, yet the candour about uncertainty and the possibility of material harm keeps the risk in the upper-mid range.  Balancing these aggravating and mitigating elements, and respecting the recency of the pandemic, individual snippet scores cluster between 1 and 8, with the most forceful admissions of present or future material impact receiving the highest values."
TXN,2022-02-04,33,5.5,6,"Texas Instruments’ 2022-02-04 filing squarely positions COVID-19 as a still-unfolding, materially relevant threat. The company acknowledges both realized impacts (supply constraints, demand volatility, operational changes) and forward-looking uncertainty regarding duration, macro-economic after-shocks and stakeholder actions. Language is specific to the pandemic, repeatedly tying it to core financial metrics and operational practices, yet stops short of quantifying dollar impacts. Because the disclosure occurs less than two years after the WHO declared the pandemic (well within the 0-3-year ‘recent’ window), the Time Decay Principle permits high—but not maximal—severity scores. Overall, the risk is judged high (roughly 7-8 on a 10-point scale): impacts are direct and ongoing, but partially mitigated by the firm’s adaptive measures and the absence of hard numbers."
TXN,2023-02-03,35,3.888888888888889,9,"COVID-19 is discussed in TXN’s 2023-02-03 Form 10-K as both an already-felt and an ongoing, uncertain threat. The company states that the pandemic has directly impacted its own operations as well as those of suppliers, customers and distributors, resulting in constrained supply and volatile demand. These are described as material and potentially continuing effects, showing that the risk is not merely hypothetical. Although no specific dollar amounts are provided, the language is event-specific, recent (<3 years since WHO declaration), and acknowledges concrete operational disruptions. The risk narrative is therefore moderately high: real impacts are acknowledged, future impacts are expected, and uncertainty surrounding variants, government actions and macro-economics amplifies the threat. Mitigating language is limited to monitoring and caution, so residual risk remains significant. Applying the Time Decay Principle for a recent event allows scores up to 10; given the qualitative—but unquantified—nature of the disclosures, the strongest sentences merit high-mid scores (7-8), while more generic or indirect references to epidemics score low (1-2)."
TXN,2024-02-02,19,3.8,5,"The 2024-02-02 Form 10-K discusses pandemic-related risk exclusively in forward-looking, catch-all language. Texas Instruments (TI) places ‘pandemics, epidemics or other public-health crises’ alongside other macro threats such as war, inflation and natural disasters, framing them as circumstances that could adversely affect customer demand, supply-chain continuity, manufacturing capacity, regulatory compliance and ultimately the company’s financial results and reputation. No sentence quantifies an actual COVID-19 impact, nor does management cite specific disruptions that have already occurred; instead, the text positions pandemics as an ongoing possibility that could resurface. Because the WHO declaration of COVID-19 as a pandemic occurred almost four years before this filing (March 2020 → February 2024), the Time-Decay Principle places the evidence in the ‘medium-term (4-10 years)’ bracket. Consequently, each snippet can receive, at most, a moderate score. The absence of concrete, historical loss data or unique mitigation strategies further tempers severity, but the company does acknowledge multiple operational vectors (demand, supply, labor, facilities, regulation) through which a future wave or new pathogen could materially harm performance. Overall, the risk evidence is specific enough to be credible yet generic enough to keep every snippet in the 3-5 range."
TXT,2021-02-19,68,5.666666666666667,12,"TXT’s 2021-02-19 Form 10-K squarely frames COVID-19 as an ongoing, multi-dimensional threat that is already depressing revenue, inflating costs and straining every major operating lever.  The language is overwhelmingly present-tense (""is being adversely impacted""), confirming that the risk is not hypothetical but current and material.  In multiple sections the company quantifies concrete impacts—e.g., a $1.2 billion revenue shortfall at Textron Aviation and $142 million of idle-facility expense—while also describing forward-looking uncertainties such as future supply-chain failures, labour constraints, customer insolvencies and capital-market volatility.  The disclosures go beyond generic boiler-plate: they cite specific operational choke-points (facility closures, remote-work limits, social-distancing re-tooling), sector-specific demand shocks (business jets, specialised vehicles) and explicit financial stress responses (new debt, suspended buy-backs, furloughs).  Because the filing date is less than a year after the WHO pandemic declaration, the Time Decay Principle allows high severity scores.  Taken together, the evidence shows a pervasive, continuing and only partially mitigated risk profile; the most heavily weighted snippets are those that quantify large financial impacts or reference critical supply-chain/operational breakdowns, while statements that are broad, mitigated or lightly evidenced receive lower but still non-zero scores."
TXT,2022-02-17,69,3.8333333333333335,18,"Textron’s 2022 Form 10-K makes it clear that the COVID-19 pandemic constitutes a live, multi-faceted risk that is still unfolding less than two years before the filing date.  The disclosure repeatedly documents (i) direct, already-incurred impacts – such as $115 million of idle-facility costs, a $28 million revenue hit at TRU Canada, loan modifications in the Finance segment and global supply-chain interruptions – and (ii) forward-looking uncertainties surrounding demand, regulation, variants and supplier performance.  The language is company-specific (naming aviation, helicopters, automotive OEM chains, recreational vehicles, finance receivables and industrial supply shortages) and ties the pandemic to tangible financial metrics (lower revenues, increased costs, backlog volatility, credit-collection delays).  Although management notes certain rebounds and mitigation efforts (loan repayments resuming, supply-chain “management,” demand rebound in 2021), these do not neutralise the overall severity because impacts are continuing and hard to forecast.  Given the Time-Decay Principle, the pandemic is within the “recent (0-3 years)” window, so high scores (up to 10) are permissible; however, most sentences are qualitative or only partially quantified, so the evidence is generally assessed in the 4-8 range, with the quantified $115 million charge earning the highest weight.  Overall risk level: high, persistent and only partially mitigated."
TXT,2023-02-16,51,5.1,10,"TXT’s 2023-02-16 filing devotes a discrete subsection of the Risk Factors to COVID-19.  The language leaves little doubt that the pandemic is both an historical and a continuing source of material risk.  The company states that it HAS already suffered adverse impacts—lower revenues, higher costs, cancelled orders—as well as ongoing supply-chain and labour disruptions.  It also highlights forward-looking exposure (future demand swings, facility shutdowns, variants, supplier failures).  Although no dollar amounts are provided, the discussion links the pandemic to multiple core revenue streams (business jets, commercial helicopters, automotive products) and to key operational enablers (suppliers, facilities, workforce).  Therefore the risk evidence is specific, describes concrete operational mechanisms, and reflects recent experience within the 0-3-year “recent event” window, justifying upper-mid to high severity scores (6-8).  No meaningful mitigants (e.g., insurance recoveries, hedging, detailed contingency plans) are offered, so aggravating factors dominate.  Time-decay does not materially discount the scores because the pandemic period lies well inside the three-year window; however, lack of quantification and some speculative wording keep most individual sentences below the maximum of 10."
TXT,2024-02-12,5,1.25,4,"TXT’s 2024 Form 10-K reflects that the company still faces lingering operational and financial pressures that originated with the March 2020 COVID-19 outbreak, but the language has clearly shifted from crisis-mode to ongoing-challenge framing.  The filing does not report quantified pandemic losses; instead, it threads pandemic-related risks through broader descriptions of supply-chain shortages, labour tightness and macro-economic uncertainty.  The single explicit reference to “public health crises, pandemics” is bundled with other force-majeure threats, signalling that management now views COVID-19 as one of several disruptive hazards rather than the defining risk.  Nevertheless, the company concedes that in 2023 it was “still managing” pandemic-era shortages, confirming that impacts persist almost four years after the World Health Organization declared COVID-19 a pandemic.  Because the event sits just beyond the 3-year “recent” window (filing date February 2024 versus event start March 2020), the Time Decay Principle caps individual sentence severity in the mid-range.  Overall, the disclosures indicate a moderate, continuing but no longer acute risk, meriting mid-scale scores (4-6 at most) for the strongest evidence and lower scores (1-3) where the link is indirect or mitigated."
TYL,2021-02-19,38,3.8,10,"The filing, dated less than one year after the WHO declared COVID-19 a pandemic, contains extensive, company-specific language that links the outbreak directly to both realized and expected financial and operational harm. Tyler (TYL) discloses concrete impacts already seen in 2020—lower revenues across several business lines—and details clear forward-looking risks for 2021, including procurement delays, implementation slow-downs, cash-collection issues and possible goodwill impairments. The statements are largely specific (naming affected revenue streams, project types and operational bottlenecks) rather than boiler-plate, and only modestly tempered by mitigating factors such as recurring-revenue stability and the shift to remote delivery of services. Because the event is very recent, the Time Decay Principle allows high severity scores; however, mitigating language and the absence of precise dollar quantification (except for revenue mix percentages) limit some sentences to mid-range values. Overall, COVID-19 presents a material, near-term risk to TYL’s revenues, cash flows and project execution, justifying generally high snippet scores in the 4-7 range, with explicit mitigation sentences receiving neutral or zero scores."
TYL,2022-02-23,34,2.2666666666666666,15,"TYL’s 2022 filing presents COVID-19 as a live, multifaceted risk that is already affecting operations while still carrying meaningful forward-looking uncertainty.  Because the pandemic began less than two years before the filing, time-decay is minimal and recent impacts are weighted heavily.  The company cites concrete, realized consequences—lower software-services revenue, disrupted hardware supply chains, and project delays—alongside quantified but low-margin pandemic-related revenues that could unwind quickly.  It also describes plausible near-term threats such as further government-procurement slowdowns, labour-access issues, potential goodwill impairments and cash-collection strains.  Mitigating language appears (e.g., virtual delivery, recurring-revenue cushion, improving market conditions), but these factors do not fully offset the breadth of exposure.  Overall, the disclosures show a medium-to-high severity, recent, only partially mitigated risk profile; accordingly, individual snippet scores cluster in the 3-7 range, with a few near-neutral scores where the narrative reflects pandemic-driven upside or recovery signals."
TYL,2023-02-22,63,3.9375,16,"TYL’s 2023 filing squarely acknowledges COVID-19 as a continuing, enterprise-level threat even three years after the WHO declaration.  Risks are portrayed as both realised (e.g., prior supply-chain disruptions, one-off pandemic-related revenues that have now ceased) and prospective (possible new waves that could trigger renewed shutdowns, budget constraints, delayed procurements, and project slow-downs).  Although no dollar amount of foregone revenue is quantified, management explicitly warns of negative effects on fiscal-year-2023 performance, emphasises exposure to public-sector budget cycles, and cites concrete operational pinch-points such as hardware shortages, travel restrictions, implementation delays, and stretched receivables.  Mitigations are mentioned (remote-delivery capability, high proportion of recurring revenue), but these are framed as partial offsets rather than full risk neutralisers.  Given the filing date (Feb-2023) falls within three years of the pandemic onset, the Time Decay Principle permits high scores; however, because impacts are largely qualitative and not yet shown as material impairments, the evidence is assessed in the upper-mid range (scores 5-8)."
TYL,2024-02-21,18,2.0,9,"TYL’s 2024 filing treats COVID-19-style public-health crises as an ongoing, forward-looking threat that could again disrupt its operations even four years after the initial outbreak.  The company frames the risk in several dimensions: (i) broad macro exposure—recurring-revenue delays, possible goodwill impairments and cash-flow slowdowns; (ii) operational exposure—government procurement pauses, stalled on-site implementations, labour and travel constraints that remote-work tools cannot fully offset; and (iii) supply-chain exposure—third-party hosting partners or subcontractors hampered by new shutdowns.  All statements are potential rather than currently realised impacts, and none are quantified, indicating a moderate—not acute—risk profile.  Under the Time-Decay Principle, the pandemic sits in the 4-year “medium-term” window, so individual snippet scores should land in the 2-6 range.  Overall, the evidence shows a well-articulated but generic risk that remains material enough to warrant monitoring but no longer commands crisis-level severity."
